cutoff_month,is_true_cutoff,coef_treatment_intensity,std_error,t_stat,p_value,n_obs,r_squared_within,notes,coef_rank_desc
2022-06-01,False,0.6049981373461644,1.1666843518587477,0.5185619712669399,0.6044268753535573,384,0.0229745274725206,Shifted treatment-start robustness under trend-adjusted TWFE.,5
2022-09-01,False,6.590644035393634,2.1020743076889743,3.135304975321926,0.001877004036526797,384,0.434519702842622,Shifted treatment-start robustness under trend-adjusted TWFE.,3
2022-12-01,True,10.81804237956631,1.4773659565676691,7.3225204164712325,2.0108359422010835e-12,384,0.667583028489785,Shifted treatment-start robustness under trend-adjusted TWFE.,1
2023-03-01,False,9.300340617905539,3.495574014731471,2.6606046900196985,0.008195722554748208,384,0.5668047154419664,Shifted treatment-start robustness under trend-adjusted TWFE.,2
2023-06-01,False,4.6011114386369645,1.144910914652599,4.018750611730417,7.30960675163761e-05,384,0.299932133938527,Shifted treatment-start robustness under trend-adjusted TWFE.,4
