outcome,between_ecosystem_variance,within_ecosystem_variance,total_variance,between_share,within_share
avg_first_response_hours,0.6816673983134918,1.3429543882978714,1.9164258376849432,0.35569724896683247,0.7007599051785747
backlog_open_end_month,32.0291418650794,89.55629432624102,116.01816797214968,0.27607005372441357,0.7719161222037149
issue_burden_index,0.07309392448954243,0.3388879865223189,0.3968183852764442,0.18419994436150286,0.8540128156769551
issues_opened,38.32043650793651,38.67065602836874,71.58181026979983,0.5353376278624766,0.5402302048888499
median_close_days,0.11464376240079369,0.49881247783687876,0.5902710073977371,0.19422224870269514,0.8450567139252503
